Voter,Gender,Age,County
Robert Kornreich,male,65+,Mountain Farm
Melvin Coleman,male,46-55,Mountain Farm
Brandi Brooks,female,46-55,Mountain Farm
Charles Kenimer,male,65+,Mountain Farm
Bessie Anthony,female,46-55,Mountain Farm
Nicole Bowers,female,65+,Mountain Farm
Daniel Turner,male,65+,Black
Kristin Lucas,female,46-55,Mountain Farm
John Lang,male,36-45,Mountain Farm
Joseph Schwartz,male,26-35,Mountain Farm
Neil Stiles,male,36-45,Mountain Farm
Kelli Angelini,female,65+,Mountain Farm
Diana Williams,female,56-65,Mountain Farm
Ruth Spears,female,56-65,Mountain Farm
Nancy Lynch,female,46-55,Mountain Farm
Cristina Murphy,female,56-65,Mountain Farm
Dwayne Mathwich,male,56-65,Riverside
Roy Heinsohn,male,46-55,Mountain Farm
Timothy Law,male,46-55,Mountain Farm
Sheila Jackson,female,46-55,Mountain Farm
Vincent Cordon,male,46-55,Mountain Farm
Brian Mcclimon,male,46-55,Mountain Farm
Rebecca Bracken,female,56-65,Bailey
Ruben Sofranko,male,46-55,Mountain Farm
Timothy Rizvi,male,46-55,Mountain Farm
Wade Pifer,male,56-65,Mountain Farm
Wayne Jefferson,male,56-65,Mountain Farm
Linda Fulk,female,46-55,Mountain Farm
Ronnie Jenkins,male,46-55,Black
Carole Hong,female,56-65,Black
Ora Demski,female,65+,Mountain Farm
Jacob Ginn,male,65+,Black
Donald Clements,male,46-55,Mountain Farm
Thomas Wroblewski,male,36-45,Mountain Farm
Thomas Oreilly,male,46-55,Mountain Farm
Jessica Poremski,female,36-45,Mountain Farm
Harriett Almeida,female,46-55,Mountain Farm
Rene Jo,male,65+,Mountain Farm
Wendy Cox,female,46-55,Mountain Farm
Sharon Rosen,female,36-45,Mountain Farm
Laura Tippets,female,36-45,Mountain Farm
Robin Tucker,female,46-55,Mountain Farm
Jerome Hawks,male,36-45,Mountain Farm
Daniel Hansen,male,36-45,Mountain Farm
Kathleen Ebert,female,65+,Mountain Farm
Annie Kuhl,female,65+,Bailey
Ashley Radigan,female,46-55,Mountain Farm
Sabrina Mengel,female,46-55,Black
Lillian Adams,female,46-55,Riverside
Elwood Benge,male,46-55,Mountain Farm
Ruth Gruen,female,56-65,Mountain Farm
Clinton Murdock,male,65+,Bailey
Emily Batie,female,36-45,Mountain Farm
Linda Paddock,female,65+,Mountain Farm
Adam Chavez,male,46-55,Mountain Farm
Ricky Oshiro,male,56-65,Mountain Farm
William Aiken,male,56-65,Black
John Gray,male,65+,Black
Steven Harris,male,56-65,Riverside
Mildred Kannel,female,46-55,Mountain Farm
Mary Creed,female,46-55,Mountain Farm
Bertha Colson,female,56-65,Mountain Farm
Betty Hall,female,65+,Mountain Farm
Rochelle Scholle,female,46-55,Mountain Farm
Hazel Jacobson,female,46-55,Mountain Farm
Wanda Vang,female,46-55,Mountain Farm
Barry Whited,male,46-55,Mountain Farm
Charles Caldwell,male,46-55,Mountain Farm
Cody Evans,male,36-45,Mountain Farm
Daryl Walters,male,65+,Mountain Farm
Michael Mcclelland,male,26-35,Riverside
Derek Costa,male,56-65,Mountain Farm
Daniel Fouch,male,36-45,Mountain Farm
Robert Aitken,male,56-65,Mountain Farm
Clarence Booker,male,56-65,Mountain Farm
Janice Braswell,female,46-55,Black
Robert Fox,male,36-45,Mountain Farm
Shelby Chute,female,46-55,Mountain Farm
Joan Price,female,65+,Riverside
Grady Ruble,male,46-55,Mountain Farm
Geneva Abel,female,56-65,Mountain Farm
Christopher Grotts,male,56-65,Mountain Farm
Jacqueline Morales,female,65+,Mountain Farm
Jeff Smith,male,46-55,Mountain Farm
Evelyn Fredette,female,36-45,Mountain Farm
Angela Thompson,female,65+,Riverside
Peggy Martin,female,46-55,Mountain Farm
Patricia Barbagallo,female,36-45,Black
Susan Dorsey,female,36-45,Mountain Farm
Anissa Bass,female,46-55,Mountain Farm
Louis Christiansen,male,56-65,Mountain Farm
Jesse Long,male,46-55,Mountain Farm
Emma Duprey,female,65+,Mountain Farm
Vella Smith,female,56-65,Riverside
Maricela White,female,65+,Riverside
Phyllis Gertz,female,65+,Riverside
Fernando Cook,male,65+,Mountain Farm
Reva Carvin,female,46-55,Black
Kate Bennett,female,46-55,Mountain Farm
Paula Thomas,female,36-45,Mountain Farm
Laverne Williams,female,36-45,Mountain Farm
Bobby Sanges,male,46-55,Bailey
Bobbi Dube,female,36-45,Riverside
Roy Pautz,male,46-55,Mountain Farm
Ricky Jones,male,46-55,Mountain Farm
Kevin Hill,male,56-65,Mountain Farm
Eugene Lee,male,56-65,Bailey
Marion Ramirez,male,65+,Mountain Farm
Larry Mitchell,male,46-55,Mountain Farm
Kristina Roberts,female,36-45,Mountain Farm
Marcia Short,female,56-65,Mountain Farm
Albert Vermillion,male,65+,Mountain Farm
Dorothy Schwing,female,46-55,Black
John Bertrand,male,36-45,Mountain Farm
Richard Hernandez,male,26-35,Mountain Farm
Charles Erhardt,male,56-65,Mountain Farm
Esther Lee,female,46-55,Riverside
Danny Blank,male,46-55,Mountain Farm
Helen James,female,46-55,Mountain Farm
Erik Carter,male,18-25,Mountain Farm
Heidi Perea,female,65+,Mountain Farm
Dwight Benson,male,46-55,Mountain Farm
Jose Chamberlin,male,46-55,Mountain Farm
James Tanaka,male,46-55,Mountain Farm
Mark Rehm,male,56-65,Mountain Farm
Laura Johnson,female,65+,Black
Donald Eversoll,male,56-65,Mountain Farm
Mary Alvarado,female,36-45,Mountain Farm
Lorie Hogg,female,46-55,Mountain Farm
Richard Popovich,male,65+,Mountain Farm
Ruth Dunn,female,46-55,Mountain Farm
David Villeda,male,46-55,Mountain Farm
Lea Wiley,female,65+,Mountain Farm
Joseph Mcnally,male,36-45,Mountain Farm
Jennifer Clark,female,56-65,Mountain Farm
Donald Ervin,male,18-25,Black
Denise Shaffer,female,46-55,Mountain Farm
James Schmidt,male,36-45,Mountain Farm
Angelique Hanson,female,65+,Mountain Farm
Eugene Adams,male,36-45,Mountain Farm
Lee Ayala,male,36-45,Mountain Farm
Joseph Lewis,male,46-55,Mountain Farm
Daniel Brinton,male,46-55,Mountain Farm
Paul Babcock,male,46-55,Riverside
Bradley Medley,male,56-65,Mountain Farm
Shirley Mason,female,46-55,Bailey
Jennifer Vanderwal,female,46-55,Black
James Mcgary,male,46-55,Mountain Farm
Marcy Heacock,female,46-55,Mountain Farm
Jason Powers,male,46-55,Mountain Farm
Karen Wertz,female,36-45,Mountain Farm
Leon Patterson,male,56-65,Riverside
Louise Manis,female,65+,Mountain Farm
Mercedez Pierre,female,46-55,Mountain Farm
Lynne Unger,female,56-65,Black
Joy Garrity,female,46-55,Mountain Farm
Robert Beasley,male,36-45,Mountain Farm
George Pearson,male,56-65,Mountain Farm
Michael Jones,male,46-55,Mountain Farm
Jeanne Posson,female,36-45,Black
Clint Freeman,male,46-55,Mountain Farm
Isaac Carrier,male,36-45,Mountain Farm
Roxanne Barrows,female,56-65,Mountain Farm
Clint Torpey,male,36-45,Mountain Farm
Beth Heald,female,56-65,Mountain Farm
Dallas Hall,male,46-55,Mountain Farm
Glenn Thomasson,male,46-55,Black
Chad Davidson,male,46-55,Riverside
Andrew Riggins,male,36-45,Bailey
William Cupit,male,46-55,Mountain Farm
Kristen Dombroski,female,46-55,Mountain Farm
William Robledo,male,26-35,Mountain Farm
Richard Galvan,male,65+,Mountain Farm
Ida Johnson,female,46-55,Mountain Farm
Janice Veney,female,46-55,Black
Anna Beck,female,56-65,Mountain Farm
Alyssa Coon,female,36-45,Mountain Farm
Alexander Granados,male,46-55,Mountain Farm
Patricia Daniels,female,46-55,Black
Adriana Gallego,female,46-55,Riverside
Elizabeth Harris,female,65+,Riverside
Matthew Coronado,male,46-55,Mountain Farm
Laureen Vazquez,female,65+,Riverside
Teresa Liestman,female,36-45,Mountain Farm
Max Baier,male,26-35,Bailey
Marcella Brown,female,65+,Bailey
Michael Lane,male,46-55,Mountain Farm
David Franks,male,46-55,Mountain Farm
Christopher Mcadoo,male,46-55,Mountain Farm
John Fain,male,46-55,Mountain Farm
Wendy Park,female,46-55,Mountain Farm
Susan Beabout,female,46-55,Mountain Farm
Charles Duey,male,46-55,Mountain Farm
Michelle Gagnon,female,65+,Mountain Farm
Laura Herring,female,65+,Mountain Farm
Sandy Dunn,female,36-45,Mountain Farm
Carlos Perez,male,46-55,Mountain Farm
Claudia Hunt,female,56-65,Mountain Farm
Jennifer Winks,female,56-65,Mountain Farm
Theresa Mcgowan,female,65+,Mountain Farm
Kyle Gibson,male,46-55,Mountain Farm
Caitlin Somma,female,36-45,Mountain Farm
Terry Smith,female,36-45,Riverside
Lillian Berumen,female,56-65,Mountain Farm
Greg Kellum,male,46-55,Mountain Farm
Rose Vanhouten,female,46-55,Mountain Farm
Patrick Hoglund,male,56-65,Mountain Farm
Harold Robertson,male,65+,Mountain Farm
Sarah Raymond,female,65+,Mountain Farm
Michael Lenoir,male,36-45,Mountain Farm
Vera Fournier,female,65+,Mountain Farm
Luis Brown,male,36-45,Riverside
Philip Marro,male,46-55,Mountain Farm
Jeannette Bullard,female,65+,Mountain Farm
Alicia White,female,18-25,Mountain Farm
Evelyn Schexnayder,female,46-55,Mountain Farm
Mary Sera,female,36-45,Mountain Farm
Adam Mayville,male,36-45,Mountain Farm
Jeffrey Melendez,male,46-55,Mountain Farm
Gary Minor,male,46-55,Mountain Farm
Kathryn Otero,female,56-65,Mountain Farm
Richard Aronow,male,46-55,Mountain Farm
Anthony Hein,male,36-45,Mountain Farm
Nellie Kujawa,female,46-55,Black
Christine Miller,female,56-65,Mountain Farm
Brian Hacker,male,65+,Mountain Farm
Jesse Jordan,male,56-65,Black
David Jenkins,male,46-55,Black
Kenneth Faulk,male,46-55,Mountain Farm
Sharon Casey,female,46-55,Riverside
Melba Smith,female,46-55,Mountain Farm
Faye Heuer,female,56-65,Mountain Farm
Gregory Ennen,male,46-55,Riverside
Shirley Fulton,female,56-65,Mountain Farm
Shonda Schug,female,36-45,Mountain Farm
Keith Santos,male,56-65,Mountain Farm
Juana Thomas,female,46-55,Mountain Farm
Jimmy Gonzalez,male,65+,Mountain Farm
Jon Bowen,male,56-65,Mountain Farm
Raymond Pulis,male,46-55,Bailey
Michael Steenberg,male,65+,Mountain Farm
Lorene Toevs,female,36-45,Mountain Farm
Helen Wyatt,female,56-65,Mountain Farm
Danny Zepeda,male,46-55,Mountain Farm
David Heppner,male,36-45,Mountain Farm
Carlos Vickery,male,46-55,Riverside
Carey Grillo,female,46-55,Black
Eugene Ziolkowski,male,36-45,Mountain Farm
Jeannie Berry,female,46-55,Mountain Farm
Tonya Johnson,female,36-45,Mountain Farm
Fred Tinker,male,56-65,Riverside
Eun Gonzalez,female,56-65,Mountain Farm
Thomas Caples,male,46-55,Mountain Farm
Christopher Penn,male,56-65,Mountain Farm
Geneva Henderson,female,36-45,Mountain Farm
Marty Gorman,male,46-55,Mountain Farm
Angela Littrell,female,36-45,Mountain Farm
Steve Tompkins,male,36-45,Mountain Farm
Shamika Potter,female,36-45,Bailey
Michael Haigler,male,46-55,Mountain Farm
Susan Bradley,female,56-65,Mountain Farm
Patrick Charlton,male,46-55,Mountain Farm
James Mcbride,male,36-45,Mountain Farm
Paul Steele,male,65+,Black
James Mccarthy,male,56-65,Mountain Farm
Ernestina Fletcher,female,56-65,Mountain Farm
Carlos Butler,male,65+,Mountain Farm
Aaron Coleman,male,46-55,Mountain Farm
James Kaufman,male,18-25,Mountain Farm
Julie Berkowitz,female,36-45,Riverside
William White,male,65+,Mountain Farm
Michele Rigby,female,46-55,Mountain Farm
Joyce Thompson,female,36-45,Bailey
Maria Mcglothin,female,46-55,Riverside
Thomas Carter,male,36-45,Mountain Farm
Joseph Dwelle,male,36-45,Black
Robert Keith,male,36-45,Mountain Farm
Angelica Candler,female,36-45,Mountain Farm
Edwin Mench,male,56-65,Mountain Farm
Danny Kirkwood,male,36-45,Mountain Farm
Sharon Leon,female,65+,Mountain Farm
Sam Malach,male,18-25,Mountain Farm
Michael Thomas,male,36-45,Mountain Farm
Scott Bocook,male,36-45,Mountain Farm
Chase Yeah,male,36-45,Mountain Farm
Anita Brigman,female,36-45,Mountain Farm
Arnold Smith,male,65+,Mountain Farm
Carlton Mattison,male,46-55,Black
James Burris,male,46-55,Mountain Farm
Kristen Glover,female,36-45,Mountain Farm
Mae Krauss,female,46-55,Mountain Farm
Jeanne Harrison,female,46-55,Bailey
Jack Culp,male,46-55,Mountain Farm
Salvatore Benton,male,46-55,Mountain Farm
Albert Yang,male,46-55,Mountain Farm
Jennifer Green,female,46-55,Mountain Farm
Rogelio Leon,male,56-65,Mountain Farm
Cory Mcdaniel,male,46-55,Mountain Farm
Erich Schmidt,male,46-55,Mountain Farm
Natalie Romig,female,56-65,Mountain Farm
Carole Moll,female,46-55,Mountain Farm
Lenita Ferguson,female,46-55,Riverside
Bennie Shepard,male,56-65,Mountain Farm
Christine Mcallister,female,65+,Mountain Farm
Michael Giardina,male,36-45,Bailey
Richard Jiles,male,46-55,Riverside
Charles Deubner,male,36-45,Mountain Farm
Esther Diaz,female,46-55,Mountain Farm
Jana Roberts,female,46-55,Mountain Farm
Jennifer Raiola,female,46-55,Mountain Farm
Andrea Mason,female,46-55,Mountain Farm
James Dowst,male,65+,Black
Tamara Simms,female,56-65,Riverside
Barbara Henderson,female,36-45,Mountain Farm
John Edwards,male,46-55,Mountain Farm
James Mcginn,male,36-45,Mountain Farm
William Lee,male,46-55,Mountain Farm
Preston Galaviz,male,56-65,Mountain Farm
Elsie Urban,female,46-55,Mountain Farm
Elmer Dodson,male,36-45,Mountain Farm
Catherine Klein,female,46-55,Mountain Farm
Edith Hayes,female,46-55,Mountain Farm
Lisa Aldape,female,46-55,Mountain Farm
Trisha Turner,female,65+,Mountain Farm
Bernard Taylor,male,46-55,Mountain Farm
Gwendolyn Norton,female,56-65,Mountain Farm
Rebecca Swenson,female,65+,Mountain Farm
Michael Hughes,male,56-65,Mountain Farm
Bruce Aguirre,male,65+,Mountain Farm
Alvaro Canary,male,46-55,Mountain Farm
Katherine Koral,female,56-65,Mountain Farm
Samuel Baker,male,56-65,Mountain Farm
Lois Fox,female,36-45,Mountain Farm
Barbara Humphreys,female,18-25,Mountain Farm
Steven Goodwin,male,56-65,Mountain Farm
Lillian Melendez,female,46-55,Mountain Farm
Katherine Bradford,female,46-55,Mountain Farm
Gary Mason,male,46-55,Mountain Farm
James Villarreal,male,65+,Mountain Farm
Margaret Griffith,female,56-65,Mountain Farm
Paul Myers,male,65+,Mountain Farm
Maria Weaver,female,56-65,Mountain Farm
Hallie Ballance,female,46-55,Mountain Farm
John Byrd,male,46-55,Mountain Farm
Susan Stevens,female,46-55,Riverside
Linda Ward,female,46-55,Mountain Farm
Alison Meador,female,46-55,Mountain Farm
Sharon Hicks,female,46-55,Mountain Farm
Emma Howe,female,65+,Bailey
John Rash,male,65+,Mountain Farm
Marshall Zimmerman,male,36-45,Riverside
Thomas Severin,male,46-55,Black
Ralph Escobar,male,46-55,Mountain Farm
Layne Kleven,female,56-65,Black
Christine Lamy,female,46-55,Mountain Farm
Audrey Casey,female,65+,Mountain Farm
Charles Jackson,female,46-55,Mountain Farm
Ela Salley,female,36-45,Mountain Farm
Mark Walker,male,46-55,Black
Minnie Francescone,female,46-55,Mountain Farm
Johnathon Delgado,male,65+,Mountain Farm
Peter Coleman,male,46-55,Mountain Farm
David Owens,male,36-45,Mountain Farm
Carla Evans,female,36-45,Mountain Farm
Clarence Prey,male,46-55,Bailey
Jeremy Jackson,male,65+,Mountain Farm
Keith Williams,male,36-45,Riverside
Marie Lyles,female,46-55,Mountain Farm
Martin Johnson,male,65+,Riverside
Edward Moore,male,56-65,Mountain Farm
Thelma Medrano,female,56-65,Mountain Farm
Bonnie White,female,26-35,Mountain Farm
Frances Gibbons,female,46-55,Mountain Farm
Evelyn Seman,female,65+,Mountain Farm
Anthony Costain,male,65+,Bailey
Stanley Jones,male,46-55,Mountain Farm
Larry Archibald,male,65+,Mountain Farm
Patty Appell,female,46-55,Mountain Farm
Brandy Gonzalez,female,46-55,Mountain Farm
Nick Mctigue,male,36-45,Mountain Farm
Ralph Redmond,male,36-45,Mountain Farm
Jonna Germain,female,56-65,Black
Amanda Carrick,female,56-65,Mountain Farm
Modesto Mitchell,male,36-45,Mountain Farm
Douglas Soron,male,46-55,Mountain Farm
Carl Novack,male,46-55,Mountain Farm
Jerome Hayes,male,65+,Mountain Farm
Joyce Scott,female,46-55,Mountain Farm
Wesley Sanchez,male,36-45,Mountain Farm
William Fernandez,male,46-55,Mountain Farm
Arturo Livengood,male,46-55,Mountain Farm
Joyce Pena,female,65+,Mountain Farm
Erin Dingess,female,56-65,Mountain Farm
Inez Meister,female,46-55,Mountain Farm
Jamie Sailors,male,56-65,Mountain Farm
Andrew Sheline,male,65+,Mountain Farm
Rebecca Mauney,female,46-55,Riverside
Katie Decook,female,65+,Mountain Farm
John Wilkerson,male,65+,Mountain Farm
Brittany Silva,female,46-55,Mountain Farm
Maria Raygosa,female,65+,Riverside
Lynn Willis,male,36-45,Mountain Farm
Kelvin Michelotti,male,46-55,Mountain Farm
Geraldine Rodriguez,female,36-45,Mountain Farm
Bobbye Goodrich,female,36-45,Mountain Farm
Deborah Feuerborn,female,46-55,Mountain Farm
Charlene Martin,female,46-55,Mountain Farm
Miriam Woodson,female,46-55,Mountain Farm
Lauren Wells,female,36-45,Black
Max Ing,male,36-45,Black
Guy Clapp,male,46-55,Mountain Farm
Krystal Ingle,female,46-55,Black
Hector White,male,65+,Mountain Farm
Shirley Brown,female,36-45,Black
Fannie Janis,female,65+,Mountain Farm
Thomas Campbell,male,36-45,Mountain Farm
Marsha Long,female,46-55,Mountain Farm
Angla Harris,female,36-45,Mountain Farm
Michael Rumph,male,46-55,Mountain Farm
Phyllis Delsignore,female,46-55,Mountain Farm
Donna Nichols,female,65+,Mountain Farm
Carolyn Mendoza,female,36-45,Mountain Farm
William Johnson,male,46-55,Bailey
Peter Lindberg,male,36-45,Mountain Farm
Steven Bean,male,65+,Black
Richard Granger,male,36-45,Mountain Farm
Gregory Bliss,male,36-45,Mountain Farm
Patricia Dickerson,female,36-45,Mountain Farm
Santiago Simmons,male,65+,Mountain Farm
Zelda Sanchez,female,46-55,Mountain Farm
Rosemary Hill,female,56-65,Mountain Farm
Mi Park,female,56-65,Mountain Farm
Rebecca Bumpus,female,65+,Mountain Farm
Jeanne Sumner,female,56-65,Black
Patrick Knutson,male,46-55,Mountain Farm
Lina Brehm,female,65+,Mountain Farm
John Amundson,male,65+,Mountain Farm
Leona Hill,female,65+,Black
Elizabeth Rasmussen,female,46-55,Mountain Farm
Ruth Hulsey,female,56-65,Mountain Farm
Angela Gibbons,female,56-65,Mountain Farm
Jose Delk,male,46-55,Mountain Farm
David Carpenter,male,56-65,Mountain Farm
Paul Trexler,male,56-65,Mountain Farm
Leslie Orr,female,46-55,Mountain Farm
Ruth Shadwick,female,46-55,Mountain Farm
James Mahon,male,46-55,Mountain Farm
Novella Bates,female,46-55,Mountain Farm
Shalonda Sauer,female,56-65,Mountain Farm
Jennifer Adkerson,female,46-55,Mountain Farm
Jennie Moore,female,46-55,Riverside
Diane Colanero,female,65+,Mountain Farm
Celeste Labonte,female,46-55,Mountain Farm
Clarence Bruce,male,46-55,Mountain Farm
Randy Turner,male,56-65,Mountain Farm
Mildred Jackson,female,36-45,Mountain Farm
Chester Canada,male,46-55,Mountain Farm
Roger Magos,male,46-55,Mountain Farm
Abram Chisler,male,56-65,Mountain Farm
William Murphy,male,46-55,Mountain Farm
Coy Mcnamee,male,46-55,Mountain Farm
Matthew Smith,male,46-55,Mountain Farm
Dolores Williams,female,46-55,Mountain Farm
Annie Peterson,female,46-55,Mountain Farm
Kate Gouty,female,56-65,Mountain Farm
Blake Gardner,male,65+,Mountain Farm
Henry Goode,male,36-45,Mountain Farm
Howard Rich,male,46-55,Mountain Farm
Maria Matos,female,46-55,Mountain Farm
Alan Swartz,male,56-65,Mountain Farm
John Bryan,male,46-55,Mountain Farm
Tasha Custodio,female,46-55,Mountain Farm
Yvonne Peebles,female,26-35,Mountain Farm
Gina Jones,female,56-65,Mountain Farm
Jeffery Cook,male,46-55,Mountain Farm
Lawrence Wigley,male,65+,Mountain Farm
William Thomas,male,65+,Mountain Farm
Trenton Bunda,male,65+,Mountain Farm
Alma Chisam,female,26-35,Riverside
Vincent Morgan,male,36-45,Mountain Farm
Walter Hunter,male,36-45,Mountain Farm
Miguel Hughes,male,36-45,Riverside
Alva Carrier,female,46-55,Mountain Farm
Aaron Anderson,male,46-55,Mountain Farm
Michael Kitt,male,46-55,Mountain Farm
Rebecca Wooten,female,36-45,Black
Diane Meek,female,56-65,Mountain Farm
Tyler Mccabe,male,46-55,Mountain Farm
Tressie Cavett,female,46-55,Bailey
Mark Whitaker,male,56-65,Black
Kelly Martin,female,46-55,Mountain Farm
William Helton,male,56-65,Mountain Farm
Timothy Boyer,male,46-55,Bailey
Earl Garza,male,46-55,Mountain Farm
Willard Anderson,male,46-55,Mountain Farm
Joseph Connors,male,36-45,Mountain Farm
David Ewert,male,36-45,Mountain Farm
Angela Mcdaniels,female,56-65,Mountain Farm
Sidney Winters,male,46-55,Mountain Farm
Jacob Fontenot,male,56-65,Mountain Farm
Rosie Orellana,female,46-55,Mountain Farm
Jesse Smith,male,26-35,Mountain Farm
Mary Ochoa,female,56-65,Mountain Farm
John Conley,male,46-55,Mountain Farm
Juanita Norton,female,46-55,Riverside
Charlie Clark,male,46-55,Mountain Farm
Ralph Huff,male,46-55,Mountain Farm
Jessica Rahn,female,36-45,Mountain Farm
Enola Light,female,36-45,Mountain Farm
Don Cobine,male,26-35,Black
Thomas Myers,male,46-55,Mountain Farm
Jacqueline Jones,female,46-55,Mountain Farm
Charles Anderson,male,46-55,Mountain Farm
Albert Perkins,male,65+,Mountain Farm
Kenneth Caudill,male,18-25,Mountain Farm
Frank Trover,male,65+,Riverside
Henry Dyson,male,56-65,Mountain Farm
Barbara Webb,female,65+,Mountain Farm
Deborah Johnson,female,65+,Riverside
Abe Gibson,male,46-55,Mountain Farm
Brenda Maher,female,46-55,Mountain Farm
Gary Humphries,male,65+,Mountain Farm
Leah Debose,female,46-55,Mountain Farm
Darrell Dozier,male,46-55,Black
Roger Morgan,male,46-55,Mountain Farm
Darrin Mccurdy,male,46-55,Riverside
Christopher Owings,male,46-55,Mountain Farm
Diane Stark,female,46-55,Mountain Farm
Curtis Kelly,male,65+,Mountain Farm
Dawn Hesselschward,female,56-65,Black
David Mclain,male,36-45,Mountain Farm
Myron Mckendrick,male,36-45,Mountain Farm
Mary Reed,female,65+,Mountain Farm
Bonnie Echeverria,female,65+,Mountain Farm
Norman Boney,male,36-45,Mountain Farm
James Conner,male,65+,Mountain Farm
Diane Marks,female,46-55,Mountain Farm
Robert Jones,male,36-45,Mountain Farm
Susan Beauchamp,female,46-55,Bailey
Linda Fischer,female,46-55,Mountain Farm
Adam Gamboa,male,65+,Mountain Farm
Gerald Young,male,56-65,Mountain Farm
Gary Rojas,male,65+,Mountain Farm
Reda Barnett,female,36-45,Mountain Farm
Timothy Clark,male,56-65,Mountain Farm
Frances Jamison,female,46-55,Black
Stanley Coutts,male,46-55,Mountain Farm
Michael Mitani,male,46-55,Mountain Farm
Pasquale Loftin,male,46-55,Mountain Farm
Cynthia Duval,female,56-65,Mountain Farm
Jason Konakowitz,male,56-65,Mountain Farm
Sarah Fowler,female,36-45,Riverside
Ora Eppler,female,46-55,Bailey
Vernon Bell,male,56-65,Mountain Farm
Wilbert Cross,male,65+,Riverside
Robert Flint,male,56-65,Mountain Farm
Rudy Propheter,male,56-65,Mountain Farm
Annette Walker,female,56-65,Black
Scott Jones,male,65+,Black
Herbert Delgiudice,male,56-65,Mountain Farm
Dorothy Wiseman,female,36-45,Mountain Farm
Anna Kaiser,female,65+,Mountain Farm
Dora Burton,female,46-55,Bailey
Jason Vasquez,male,65+,Mountain Farm
Patricia Cubbage,female,65+,Black
John Speece,male,46-55,Mountain Farm
Maria Conroy,female,46-55,Mountain Farm
Issac Barnard,male,36-45,Mountain Farm
Pearlie Crawford,female,46-55,Mountain Farm
Ann Payne,female,65+,Mountain Farm
Dewey Donnelly,male,65+,Mountain Farm
Tommy Chavis,male,36-45,Mountain Farm
George Stephens,male,46-55,Black
George Ready,male,46-55,Mountain Farm
Patricia Sower,female,36-45,Riverside
Gregory Rodriguez,male,46-55,Mountain Farm
Julia Goff,female,46-55,Mountain Farm
Jose Bowerman,male,46-55,Mountain Farm
Joseph Kyser,male,56-65,Mountain Farm
Victor Sikora,male,46-55,Riverside
Warren Ladue,male,56-65,Mountain Farm
Marjorie Avallone,female,36-45,Mountain Farm
Karen Burt,female,36-45,Mountain Farm
Deborah Wong,female,65+,Riverside
Marcelo Maya,male,36-45,Mountain Farm
Raymond Rinderer,male,46-55,Mountain Farm
Sylvia Harmon,female,65+,Mountain Farm
Chelsea Love,female,65+,Mountain Farm
Mildred Tichenor,female,65+,Mountain Farm
Jeremiah Wilson,male,46-55,Riverside
Theresa Moore,female,36-45,Mountain Farm
Veronica Tijerina,female,56-65,Mountain Farm
Laurie Peck,female,26-35,Mountain Farm
Margaret Gudino,female,56-65,Mountain Farm
Raquel Nugent,female,36-45,Mountain Farm
James Herbert,male,65+,Mountain Farm
Sandy Hinkle,female,46-55,Black
Rudy Bassett,male,46-55,Mountain Farm
Lori Osborne,female,46-55,Bailey
Lupe Lindblom,female,56-65,Mountain Farm
Robert Clark,male,46-55,Mountain Farm
Edward Bronson,male,46-55,Mountain Farm
Frank Fournier,male,36-45,Mountain Farm
Katy Frazier,female,46-55,Black
Loretta Cox,female,56-65,Black
Kelly Patel,female,46-55,Black
Michael Thames,male,46-55,Black
Jackie Savino,female,65+,Mountain Farm
Dorothy Osbourn,female,36-45,Mountain Farm
Sandra Thompson,female,36-45,Mountain Farm
Luther Norstrom,male,56-65,Riverside
Jacqueline Santana,female,65+,Mountain Farm
James Pearce,male,46-55,Mountain Farm
Joanne Barr,female,36-45,Mountain Farm
Anthony Dixon,male,36-45,Mountain Farm
Paul Mann,male,56-65,Bailey
Eric Whitehurst,male,56-65,Black
Micheal Hopes,male,65+,Mountain Farm
Gary Cannon,male,56-65,Mountain Farm
Candi Arnold,female,46-55,Black
Celina Valencia,female,46-55,Mountain Farm
Daniela Hardin,female,36-45,Mountain Farm
Troy Privitera,male,65+,Mountain Farm
Glenn Hopkins,female,56-65,Riverside
Jessica Sherwood,female,46-55,Mountain Farm
Susan Phipps,female,56-65,Mountain Farm
Anthony Houston,male,46-55,Mountain Farm
Norbert Sherman,male,36-45,Mountain Farm
John Bates,male,36-45,Mountain Farm
Pennie Hass,female,46-55,Riverside
Nicole Stewart,female,65+,Mountain Farm
Marie Mitchell,female,36-45,Mountain Farm
Darren Kirby,male,46-55,Mountain Farm
Violet Abrams,female,46-55,Mountain Farm
Margaret Ratliff,female,36-45,Riverside
Melissa Phillips,female,36-45,Mountain Farm
Sophie Christensen,female,36-45,Mountain Farm
Thomas Eveland,male,46-55,Mountain Farm
George Jaquess,male,56-65,Riverside
Deborah Adams,female,65+,Mountain Farm
Jed Loiseau,male,46-55,Black
Betty Mcmunn,female,46-55,Mountain Farm
John Delarosa,male,56-65,Mountain Farm
James Griffith,male,46-55,Riverside
Diane Spillman,female,46-55,Mountain Farm
Ramona Denham,female,56-65,Mountain Farm
Roland Iberg,male,36-45,Mountain Farm
Juanita Edmonds,female,56-65,Mountain Farm
David Acosta,male,56-65,Mountain Farm
Lawrence Knight,male,46-55,Mountain Farm
John Mueller,male,65+,Mountain Farm
Charles Golden,male,56-65,Mountain Farm
Connie Baker,female,46-55,Mountain Farm
Jennifer Roux,female,65+,Mountain Farm
