Voter,Gender,Age,Shares
Walter Todd,male,46-55,1
Charles Currier,male,65+,1
Priscilla Brown,female,36-45,7
Christopher Hodges,male,46-55,1
Kenneth Bragg,male,46-55,1
Patricia Tremper,female,56-65,4
Jeffery Santana,male,56-65,4
Linnea Clapp,female,46-55,1
Cindy Ayala,female,56-65,1
Wanda Clement,female,65+,1
Laura Stricklin,female,46-55,2
Paul Marsh,male,36-45,1
Jason Rexroad,male,46-55,1
Joshua Buckles,male,46-55,5
Lawrence Pannenbacker,male,46-55,1
Hugh Ford,male,56-65,2
George Bond,male,46-55,7
Samuel Pitts,male,65+,1
Rachael Hangartner,female,56-65,2
Marjorie Emmons,female,65+,1
Jana Abrams,female,46-55,1
Henry Fern,male,46-55,6
Robert Watford,male,65+,1
Cynthia Waters,female,56-65,1
Douglas Scruggs,male,36-45,2
Lucy Green,female,56-65,1
Anamaria Lusk,female,46-55,3
Michael Holderman,male,46-55,1
Herbert Tirey,male,46-55,1
Edith Hazel,female,56-65,42
Kathy Arnold,female,46-55,1
Linda Garay,female,65+,4
Henrietta Huson,female,65+,1
Lila Ortiz,female,56-65,1
Jason Parsons,male,46-55,1
Alvin Nelson,male,26-35,1
Paul Collins,male,46-55,1
Ashley Cano,female,56-65,1
Edgar Mckenzie,male,65+,3
Laura Hankey,female,36-45,1
Rose Gregory,female,46-55,1
Jacob Osuna,male,65+,1
Mark Lowe,male,56-65,1
Mary Kornegay,female,36-45,1
Stephaine Brown,female,46-55,1
Jason Gett,male,56-65,1
Ruth Labay,female,46-55,3
Rita Mojica,female,36-45,1
Darren Mitchell,male,56-65,1
Justin Simpson,male,46-55,1
Clarence Jefferson,male,36-45,1
Gene Sorenson,male,36-45,1
Kevin Muzii,male,56-65,1
Emily Hall,female,56-65,1
Susan Davis,female,46-55,3
Dorothy Garson,female,56-65,1
Carlene Miller,female,46-55,1
Elizabeth Beck,female,36-45,1
Viola Sweet,female,65+,8
Kenneth Adriance,male,36-45,1
Dylan Gaskill,male,46-55,1
Brandon Branchaud,male,56-65,1
Brandon Henderson,male,65+,1
Marvin Schiff,male,46-55,1
Dawn Price,female,46-55,4
Susan Burnsworth,female,46-55,1
Beverly Anderson,female,65+,4
Jeremy Ford,male,36-45,1
Danielle Ortiz,female,36-45,1
Christie Ortiz,female,56-65,1
Norman Lowder,male,46-55,1
Odis Warner,male,56-65,1
Mary Pierce,female,65+,1
Priscilla Mazzaferro,female,36-45,1
Michael Watts,male,65+,1
Hazel Martin,female,46-55,1
Claire Bos,female,36-45,1
Stan Kurz,male,46-55,1
Sara Morris,female,56-65,1
June Parrott,female,46-55,1
Samuel Carroll,male,36-45,1
Victoria Lucas,female,56-65,1
Timmy Watson,male,65+,1
Mark Miles,male,46-55,1
Marcus Longwell,male,46-55,1
Edward Becerra,male,56-65,1
Howard Trinidad,male,26-35,1
Shawn Lambert,male,65+,2
Margaret Shultz,female,56-65,3
Danielle Kenneally,female,65+,3
Robert Flores,male,46-55,1
Carla James,female,36-45,1
Flossie Carls,female,36-45,1
Robert Nelsen,male,65+,1
Ray Mainolfi,male,65+,2
Lorrie Ward,female,46-55,1
Eileen Folsom,female,46-55,1
Jose Sanders,male,36-45,2
Amy Johnson,female,36-45,2
James Smith,male,56-65,1
Richard Hulsey,male,46-55,1
Denise Beaudoin,female,36-45,1
Cassandra Swanson,female,36-45,1
Carlos Harris,male,36-45,1
Bonnie Padilla,female,36-45,1
William Garth,male,56-65,1
Richard Esperanza,male,46-55,1
Andy Holland,male,46-55,1
Cindi Johnson,female,46-55,1
Janice Little,female,46-55,1
Yvonne Rabenold,female,46-55,1
Bettye Burke,female,46-55,1
Laurie Walker,female,56-65,1
William Williams,male,36-45,2
Russell Arias,male,46-55,1
Andrew Goe,male,56-65,1
Mildred Hovey,female,56-65,1
Esteban Tipton,male,18-25,1
Janice Rhodes,female,46-55,1
Joseph Mestad,male,36-45,2
John Coleman,male,36-45,1
Nicole Fanning,female,56-65,1
Theresa Ladd,female,65+,1
Brain Fenner,male,56-65,1
Patricia Quivers,female,46-55,3
Cheri Lemay,female,46-55,1
Aaron Webb,male,36-45,1
Evelyn Pena,female,46-55,1
Nathan Eaves,male,46-55,2
Deborah Federgreen,female,46-55,1
Thomas Rice,male,46-55,2
Mitzi Turpin,female,65+,1
Willie Peters,male,36-45,1
Tara Knight,female,46-55,1
Brenda Cottier,female,36-45,1
Diane Duke,female,46-55,1
Krista Walker,female,65+,2
Tracy Schultz,male,46-55,1
Priscilla Jameson,female,46-55,1
Steven Zaller,male,65+,2
Sheila Gilbert,female,65+,3
Leona Sansone,female,65+,1
Eileen Fields,female,46-55,1
Kenneth Chavez,male,46-55,2
Linda Odonnell,female,46-55,1
Elfriede Robbins,female,46-55,2
Mable Clontz,female,65+,2
Lena Mcneal,female,46-55,2
Joseph Thompson,male,56-65,2
Ellen Johnson,female,56-65,9
Kevin Morgan,male,65+,1
Sabrina Murat,female,46-55,1
Bonnie Peitz,female,65+,1
Kenneth Kyseth,male,56-65,1
Ray Cox,male,56-65,2
Russell Parker,male,46-55,1
Randy Boelter,male,46-55,2
Elvin Deleon,male,65+,1
Michael Hardin,male,46-55,1
Gerald Pena,male,56-65,1
James Dillon,male,65+,3
Shawn Hilton,male,36-45,1
Pearl Wiley,female,56-65,1
Maria Malec,female,65+,10
Chad Flies,male,46-55,8
Ruth Palmer,female,65+,1
Christine Hoffman,female,46-55,2
John Dillon,male,36-45,1
Michael Delperdang,male,46-55,1
Jose Ryan,male,36-45,3
Barbara Walters,female,56-65,1
William Fernandez,male,36-45,1
Terry Tate,male,36-45,1
Isabel Murray,female,56-65,1
Stephen Warrick,male,46-55,1
Timothy Bartley,male,65+,1
Jennifer Mackay,female,65+,1
Agustin Outen,male,46-55,2
Larry Campbell,male,56-65,1
Alfred Kwon,male,65+,1
Erika Cacioppo,female,56-65,1
Geneva Bufkin,female,46-55,1
Reginald Skinner,male,56-65,1
Rosa Kook,female,36-45,1
Raul Berger,male,46-55,1
Scott Jones,male,65+,4
Carrie Steward,female,46-55,1
Gregory Thiboutot,male,56-65,1
Michelle Keaton,female,36-45,1
Joseph Gaudette,male,46-55,1
Deana Matthai,female,46-55,2
Howard Mccullough,male,56-65,1
Cindi Stauffer,female,46-55,1
Richard Harris,male,36-45,1
Fredia Hudson,female,46-55,1
John Meredith,male,65+,1
Frederick Wilkinson,male,56-65,1
Kathleen Williams,female,46-55,1
Mary Garcia,female,65+,1
Dave Mckenzie,male,36-45,2
Norma Richardson,female,65+,1
William Howard,male,46-55,1
Teresa Torre,female,36-45,1
Scott Adams,male,46-55,1
Lois Weber,female,46-55,1
Rene Mavai,male,46-55,1
Christopher Bougie,male,46-55,4
Steve Adelson,male,46-55,1
Donny Rea,male,36-45,2
Jamie Coleman,female,46-55,1
Frederick Benoit,male,46-55,2
John Hedgpeth,male,36-45,3
Alma Bartolini,female,36-45,3
Callie Holien,female,18-25,2
Robert Hottinger,male,56-65,1
George Harley,male,46-55,1
Tina Schubbe,female,26-35,1
Samuel Castro,male,65+,1
Bob Fulton,male,65+,1
Elizabeth Frerichs,female,65+,1
Evelyne Leverett,female,36-45,1
Terry Mitchell,male,46-55,7
Julie Oliver,female,36-45,1
Jerry Turkel,male,65+,1
Bridget Loomis,female,56-65,1
Bonnie Ward,female,65+,1
Arnold Shepherd,male,46-55,1
Aaron Lazarus,male,46-55,1
Clarence Turner,male,46-55,1
Georgia Offield,female,56-65,1
Edith Price,female,56-65,1
Bill Mula,male,46-55,1
Ann Pierrot,female,46-55,1
Lorraine Perry,female,56-65,1
Benjamin Jarrett,male,46-55,1
James Miller,male,36-45,1
Rodrigo Mcclaren,male,46-55,1
Kathryn Olsen,female,56-65,1
Hubert Keith,male,56-65,1
Pearl Riggs,female,46-55,1
Rodney Hardcastle,male,26-35,1
Christine Alexander,female,46-55,1
Richard Chronister,male,46-55,1
Angelo Fudge,male,56-65,1
Justin Duncklee,male,65+,1
Lani Johnson,female,56-65,1
Lori Gillespie,female,46-55,7
Edith Weeks,female,26-35,2
Carrie Ahern,female,46-55,2
Paul Caldwell,male,65+,1
Amelia Applebee,female,36-45,1
Ross Hawkins,male,46-55,3
Craig Murray,male,46-55,1
Frankie Alvarez,female,46-55,1
Tiffany Kline,female,46-55,3
Anthony Miller,male,36-45,5
Sarah Alverez,female,46-55,1
Mary Gilbert,female,46-55,1
Brenda Coburn,female,56-65,1
Rosemary Rogers,female,56-65,6
Walter Carriger,male,46-55,1
Mark Rokus,male,56-65,1
Susan Weinbauer,female,65+,1
Jeremy Shinabarger,male,65+,1
Thomas Vinson,male,46-55,1
David Ackley,male,46-55,2
Faye White,female,46-55,1
Cary Frazier,male,65+,1
Christine Erickson,female,36-45,1
John Murphy,male,56-65,2
Paul Wilson,male,36-45,2
Frank Lue,male,46-55,2
Teressa Bailey,female,56-65,1
Brenda Tvedt,female,56-65,1
Mary Hartman,female,46-55,1
Julie Reyes,female,46-55,1
Ola Guererro,female,65+,1
Filomena Manchini,female,65+,1
Robbie Morris,female,46-55,6
Vickie Applegate,female,46-55,2
Mary Carlson,female,46-55,1
John Driscoll,male,56-65,1
Sandra Pothoven,female,56-65,1
Alicia Wakefield,female,46-55,1
Andrew Hernandez,male,46-55,1
John Gomez,male,56-65,1
Cindy Bell,female,36-45,3
Rita Martin,female,36-45,1
Lidia Wheatley,female,46-55,1
Lillian Walker,female,56-65,1
Valarie Winnen,female,46-55,3
Charlotte Rosenberg,female,65+,1
Sammie Conklin,female,46-55,1
Joan Mata,female,36-45,7
Keith Ruegg,male,46-55,4
Marx Todd,female,46-55,3
Eric Donnelly,male,65+,1
Marion Jones,female,46-55,4
Donna Crissman,female,46-55,1
Marvin Anderson,male,46-55,1
Luis Blood,male,65+,1
Nathan Brown,male,46-55,1
Gertrude Riley,female,36-45,1
Cheryl Powell,female,26-35,1
Daisy Chan,female,46-55,1
Michael Blair,male,46-55,4
David Overturf,male,65+,1
Denny Mullan,male,56-65,5
Mark Wolters,male,36-45,1
Rosemary Flood,female,46-55,1
Carla Kube,female,46-55,1
Lori Zamora,female,65+,1
Larry Whitaker,male,56-65,1
James Quillen,male,36-45,1
Brittany Ryan,female,36-45,1
Lee Coaxum,female,56-65,1
Donald Loper,male,46-55,2
Maxine Hadley,female,46-55,1
Belinda Krefft,female,46-55,1
Karen Mercer,female,56-65,2
Brenda Hopkins,female,46-55,1
Lena Brown,female,36-45,2
Jean Thurmer,female,46-55,1
Rosemary Dafoe,female,65+,1
Nita Johnson,female,36-45,1
Jody Dannenberg,male,46-55,1
John Wagner,male,65+,1
Karen Bejarano,female,56-65,1
Wilson Patton,male,36-45,7
Bonnie Todd,female,65+,1
Jimmy Hicks,male,46-55,1
Mary Coello,female,46-55,1
Carlos Lewis,male,46-55,15
Patricia Weyant,female,65+,1
Paul Cummings,male,65+,2
Robert Clark,male,46-55,2
Gerald Werley,male,46-55,1
Earl Galyen,male,36-45,1
Lisa Dibiase,female,65+,1
Marc Cayo,male,65+,2
Eliseo Wold,male,56-65,1
Leon Cooper,male,46-55,1
Steve Johnson,male,46-55,1
Justin Guzman,male,46-55,1
Laura Mcintyre,female,56-65,1
John Lawson,male,65+,1
Kendra Laborde,female,18-25,5
Terrance Bates,male,56-65,1
Alice Gillen,female,36-45,1
William Sullivan,male,56-65,1
Kevin Ziglar,male,56-65,1
Christopher Golding,male,36-45,7
Loren Burns,male,46-55,3
Jessie Martello,female,36-45,1
Stephanie Herbert,female,46-55,13
Shaun Piccard,male,36-45,1
Kevin Reed,male,56-65,2
Matthew Martin,male,56-65,1
Jeffery Gaier,male,56-65,1
Lorna Bishop,female,65+,1
Laura Shepard,female,36-45,2
Alan Bell,male,26-35,3
Lawrence Brewer,male,56-65,2
Nathan Brown,male,56-65,1
Amelia Dillon,female,36-45,1
Martin Thompson,male,65+,1
Nancy Bruckner,female,36-45,1
Linda Fleming,female,46-55,1
Susan Neal,female,56-65,1
Madaline Meyer,female,36-45,1
Carl Dennison,male,46-55,1
Doris Geiger,female,36-45,1
Robert Hefferon,male,56-65,1
Ida Miller,female,46-55,1
David Amezaga,male,56-65,12
Lauren Kinstler,male,56-65,1
Linda Shryock,female,46-55,1
Carmelita Wright,female,65+,1
Jeannie Pathak,female,36-45,1
Marco Shields,male,56-65,1
Alan Blake,male,46-55,1
Jeanette Baker,female,46-55,1
Mark Link,male,46-55,1
Thomas Ross,male,46-55,1
Robert Ott,male,56-65,1
Richard Hamlin,male,36-45,1
Kyle Fletcher,male,56-65,1
Shane Bates,male,36-45,3
Cindy Forcello,female,36-45,1
Milton Hixon,male,46-55,1
Leslie Fernandez,female,46-55,1
Jamie Burns,male,46-55,1
Sallie Markley,female,46-55,2
Barbara Garza,female,65+,1
Peggy Smith,female,46-55,1
Justin King,male,46-55,1
John Roy,male,65+,1
Larry Roy,male,36-45,2
Bonnie Roberts,female,56-65,1
Evette Walker,female,36-45,1
Brittany Costa,female,46-55,1
Robert Nelms,male,65+,1
Kimberly Harpin,female,46-55,1
Joshua Canady,male,56-65,1
Reginald Fletcher,male,46-55,1
Katie Rhoades,female,65+,1
Kendall Wingham,male,46-55,1
Alanna Johnson,female,46-55,3
April Glasco,female,46-55,2
Karla Kennedy,female,36-45,1
Herman Stribling,male,46-55,1
David Buckman,male,36-45,1
Angela Rankin,female,36-45,2
Adina Tubbs,female,65+,3
Wendy Radebaugh,female,46-55,1
Ronald Ennis,male,46-55,1
Sara Mendez,female,36-45,1
Bryan Klouda,male,46-55,1
Benjamin Mottillo,male,65+,2
Viviana Riles,female,36-45,1
Lawrence Propst,male,65+,1
Patricia Santos,female,65+,1
Sau Soto,female,46-55,1
Lindsay Marlor,female,65+,1
Jesus Shaw,male,46-55,2
Valerie Sharpe,female,46-55,1
Kathleen Kelly,female,46-55,1
Helen Lyon,female,65+,1
Noel Byer,male,36-45,1
Eleanor Dowling,female,46-55,1
Linda Abraham,female,56-65,1
Patricia Plourde,female,36-45,2
Allen Parent,male,46-55,1
Rodolfo Adkins,male,46-55,1
Elisabeth Bently,female,46-55,1
Charlie Peeler,male,65+,1
Brenda Jone,female,46-55,1
Donald Frost,male,65+,1
Bruce Ochoa,male,46-55,1
Ashley Newman,female,56-65,2
Margaret Bloch,female,56-65,1
Scott Minter,male,65+,1
Michael Ellison,male,56-65,1
Douglas Fields,male,56-65,1
Annette Hoffman,female,56-65,1
Dorothy Pavia,female,36-45,1
Salvatore Gonzalez,male,36-45,7
Mary Allen,female,46-55,1
Alan Jean,male,65+,2
Krista Nguyen,female,36-45,1
Timothy Smith,male,56-65,2
Jaime Hubble,male,56-65,2
Nettie Doyel,female,56-65,1
Ralph Trujillo,male,65+,5
Leroy Williams,male,56-65,1
Ashley Gayne,female,65+,1
Dorothy Harris,female,36-45,2
Jim Mitchell,male,65+,1
Dorothy Whitley,female,46-55,1
Walter Moeckel,male,26-35,1
Robert Gibson,male,56-65,1
Mariano Schmidt,male,36-45,1
Willie Ray,female,56-65,1
Nancy Glenn,female,65+,1
Lawrence Bekins,male,46-55,1
Kent Todd,male,56-65,1
Sally Arreola,female,36-45,12
Barbara York,female,65+,1
Sylvia Hibbard,female,36-45,1
Craig Soldner,male,46-55,1
Angie Jordan,female,46-55,2
James Mcleod,male,46-55,1
Patricia Owen,female,65+,1
Dwayne Houlahan,male,46-55,1
Shelia Riddle,female,36-45,1
Deborah Meyers,female,46-55,1
Francis Leonard,male,65+,1
John Boggess,male,56-65,1
Juan Conforti,male,56-65,1
Jennifer Geller,female,46-55,1
James Hanson,male,46-55,5
Leta Bosworth,female,46-55,1
Patrick Lopez,male,46-55,1
David Taylor,male,65+,1
Charles Sheller,male,26-35,1
James Baumann,male,56-65,1
Chang Hallmark,male,46-55,1
Diane Boggess,female,36-45,2
Kenneth Puckett,male,36-45,1
Renee Charron,female,36-45,1
Lucille Streicher,female,56-65,2
Tiesha Hulsey,female,46-55,6
Jim Redenius,male,65+,1
Willie Ledbetter,female,65+,1
Leigha Mcclellan,female,46-55,1
Mabel Jackson,female,56-65,1
Jeffrey Johnson,male,46-55,1
Eugenia Johnson,female,26-35,2
Ross Williams,male,46-55,1
Virginia Andrew,female,36-45,1
Piper Chisholm,female,65+,2
Leola Lemmons,female,46-55,3
Shannon Mcginnis,female,36-45,1
Jean Owens,male,56-65,1
Evelyn Loepp,female,56-65,1
Christa Denny,female,56-65,1
John Esquivel,male,36-45,2
Ronald Boutin,male,65+,1
Anita Harvey,female,65+,9
Tina Holley,female,26-35,1
Lena Maner,female,26-35,1
Derrick Handy,male,56-65,2
Steven Moore,male,46-55,1
Christine Edwards,female,36-45,1
Dawn Mondor,female,56-65,1
Bob Dulac,male,46-55,1
Valerie Davis,female,46-55,1
Emma Gibbons,female,26-35,1
William Sibley,male,56-65,1
Ruby Dalton,female,46-55,13
Shannon Alzugaray,female,65+,1
Janee Sanchez,female,36-45,1
Stacey Marks,female,65+,1
Larry Johnson,male,56-65,1
Blanche Aldana,female,46-55,1
Alice Hutchins,female,46-55,1
Buffy Niese,female,56-65,1
Christopher Boucher,male,46-55,1
Frank Lowell,male,65+,1
Lisa Hammer,female,36-45,1
Fannie Newman,female,46-55,1
Harold Bramuchi,male,65+,4
Mark Donley,male,36-45,1
Gerardo Gilleland,male,46-55,1
Erik Scheer,male,46-55,1
Abigail Brown,female,46-55,1
Molly Eden,female,65+,1
Scott Belmont,male,56-65,4
Juan Fernando,male,65+,1
Scott Markowitz,male,46-55,5
Tina Dunn,female,65+,1
Jenny Zubia,female,36-45,1
Annie Christian,female,46-55,1
Rita Santacruz,female,46-55,1
Darnell Trudeau,male,56-65,1
James Groves,male,46-55,3
Milton Brown,male,65+,1
Robert Perez,male,46-55,1
Justin Sires,male,46-55,1
Delores Krueger,female,56-65,5
Harry Snyder,male,56-65,1
Travis Hixson,male,56-65,1
Sarah Potter,female,65+,1
Ronald Mccain,male,46-55,2
Mario Exum,male,65+,4
Lynn Avery,male,46-55,2
Simon Young,male,18-25,2
Hobert Jones,male,36-45,1
Kim Winslett,male,46-55,1
Kenneth Wells,male,65+,1
Michele Sweeten,female,56-65,1
Doris Rodman,female,46-55,1
Shirley Lopez,female,36-45,1
Audrey Myhre,female,46-55,1
Javier Key,male,65+,1
Clarence Klar,male,56-65,1
Mario Yahna,male,65+,1
Joan Dowell,female,46-55,1
Sonia Doucet,female,46-55,2
Paula Craft,female,46-55,1
Samual Maciver,male,56-65,1
Jean James,female,36-45,1
Beth Wilson,female,36-45,1
Brian Zayas,male,46-55,2
Veronica Delacruz,female,46-55,1
Anabel Qualls,female,36-45,12
Lawrence Sanchez,male,46-55,2
Samantha Devine,female,56-65,1
Mac Damico,male,46-55,1
Dallas Lopez,male,56-65,1
Luke Hermann,male,46-55,1
Nancy Fritz,female,26-35,4
Grover Strobel,male,36-45,1
Tim Fernandez,male,56-65,1
Marvin Everson,male,65+,1
Neil Delgado,male,56-65,1
Lenard Murillo,male,65+,1
Richard Kellogg,male,46-55,1
Antonio Jarvis,male,56-65,1
Amy Schuler,female,56-65,1
Anthony Fischer,male,56-65,1
Martha Hill,female,56-65,1
Leonard Grett,male,46-55,1
Joseph Mildon,male,46-55,1
Natasha Purcell,female,46-55,1
Henry Cannon,male,46-55,1
Stephen Martinez,male,65+,1
Peggy Ashe,female,18-25,1
Carolyn Martinez,female,46-55,1
Kent Arthur,male,36-45,3
Nancy Dent,female,65+,1
Elizabeth Alderman,female,56-65,1
Gaylord Knowles,male,56-65,1
Ryan Foster,male,46-55,4
Kevin Maynard,male,56-65,1
Karen Reinmann,female,46-55,5
Kristen Mendoza,female,46-55,1
William Joseph,male,56-65,1
Mildred Scully,female,36-45,1
Meghan Stickland,female,36-45,1
Rocco Bouie,male,46-55,1
Ashley Bennett,female,46-55,1
Lyndsay Pray,female,46-55,1
Ronald Lasley,male,56-65,1
Joshua Restivo,male,56-65,1
Carol Osmer,female,46-55,1
Luis Thomas,male,36-45,4
James Skelton,male,65+,1
Walter Debo,male,36-45,1
Brent Forbus,male,46-55,1
Timothy Sullivan,male,36-45,1
Belinda Sartwell,female,65+,1
Sean Brooks,male,56-65,5
Judith Wilson,female,46-55,9
John Hickman,male,46-55,1
Mary Snow,female,46-55,2
Roland Lheureux,male,36-45,2
Joan Pascanik,female,46-55,2
Lisa Tom,female,46-55,1
Lisa Grammer,female,46-55,3
Jeanette Mason,female,46-55,2
Thomas Coleman,male,46-55,1
Martha Smith,female,46-55,2
Eloise Morey,female,36-45,1
Flora Walker,female,65+,1
Robert Gardner,male,56-65,2
Darlene Garza,female,46-55,2
Sarah Pineiro,female,65+,1
Margaret Hettinger,female,56-65,3
Julia Norman,female,56-65,1
Tammy Mckenzie,female,65+,1
Barbara Ramos,female,65+,1
Darwin Akins,male,18-25,1
Mario Lucero,male,46-55,1
Jamie Lujan,male,36-45,3
Kenneth Baylor,male,46-55,2
Lillian Smith,female,36-45,2
Cecelia Loose,female,36-45,2
Ingrid Rock,female,36-45,1
Moira Catholic,female,36-45,2
April Vance,female,46-55,1
Thomas Thompson,male,56-65,1
Kathryn Cook,female,46-55,1
Lynn Eicher,male,46-55,1
Leonard Raper,male,56-65,2
Karrie Kelly,female,36-45,1
David Bonner,male,56-65,2
Benita Black,female,46-55,3
Antonio Jimenez,male,46-55,22
Florinda Simpson,female,65+,1
Chad Carney,male,65+,1
Suzette Mcwilliams,female,65+,1
Robert Hall,male,46-55,3
Ana Lee,female,65+,1
Beatrice Kitchen,female,65+,1
Walter Hunt,male,65+,1
Trudie Schiavone,female,56-65,1
Ramon Geesey,male,65+,1
James Wisner,male,46-55,1
Karen Staggs,female,46-55,1
Brenda Tran,female,36-45,1
Greg Schaeffer,male,36-45,1
Carl Gibbons,male,46-55,2
Gregory Johnson,male,65+,3
William Alexander,male,46-55,1
Brett Mcshane,male,56-65,1
Mary Wyatt,female,65+,1
Joan Cleary,female,46-55,1
Belinda Moore,female,46-55,1
Ginger Daniels,female,56-65,18
Helen Fleming,female,65+,1
Titus Stroud,male,46-55,1
Edward Salcido,male,65+,7
Richard Sharp,male,56-65,1
Devin Egan,male,36-45,1
Benjamin Campbell,male,46-55,1
Donna Coronado,female,46-55,1
Randy Vahey,male,56-65,1
Paige Durgin,female,56-65,1
John Garcia,male,65+,1
Patricia Salter,female,46-55,5
Leo Fields,male,65+,2
Wayne Barrow,male,46-55,1
Todd Edwards,male,26-35,1
Kathleen Troutt,female,46-55,1
Judi Bartz,female,56-65,1
Curtis Weber,male,36-45,1
Glen Coleman,male,46-55,1
Regina Jackson,female,56-65,1
Kevin Kirklin,male,36-45,1
Peter Fischer,male,56-65,1
James Mcmahan,male,65+,1
Joe Borrelli,male,56-65,1
Ken Page,male,56-65,1
Terrance Bowman,male,46-55,1
Pedro Moreau,male,36-45,1
Regina Thompson,female,46-55,2
David Thomas,male,46-55,1
Jerry Luke,male,65+,1
Terrence Noyer,male,46-55,12
Corrine Hannan,female,65+,1
Audry Enoch,female,46-55,1
Joseph Valentine,male,46-55,1
Barbara Diaz,female,46-55,1
Victor Prater,male,56-65,1
Donna Goudreau,female,56-65,1
Joshua Corona,male,65+,1
Elaine Ennis,female,56-65,1
Herman Boatner,male,65+,1
Elizabeth Adamczak,female,56-65,1
Paulette Rhoda,female,46-55,2
Paula Ozzella,female,36-45,1
Jeri Cowley,female,65+,1
Daniel Mullinix,male,46-55,1
Carolyn Moore,female,46-55,1
Kevin Nettles,male,26-35,3
Michelle Hunt,female,56-65,1
Kathleen Whitmore,female,46-55,1
Timothy Romine,male,36-45,1
Jesus Samuel,male,46-55,1
Gregory Coddington,male,56-65,1
John Gonzalez,male,56-65,1
Rebecca Skeens,female,46-55,1
Christopher Orear,male,26-35,1
William Freeman,male,46-55,1
Gertrude Kaiser,female,65+,1
Barbara Hughes,female,65+,1
Claude Jones,male,46-55,1
Derrick Stump,male,46-55,1
Steven Hutton,male,56-65,1
John Carideo,male,46-55,9
Martha Mccaleb,female,46-55,1
Mary Fisk,female,56-65,1
Robert Cisco,male,46-55,1
Edwina Talbot,female,56-65,1
Robert Cocco,male,65+,1
Jennifer Porter,female,36-45,1
John Goldberg,male,46-55,1
Cody Mems,male,46-55,2
Tameka Coverdale,female,65+,1
Ana Oneil,female,56-65,1
Roberta Choe,female,46-55,1
Daniel Griffith,male,46-55,1
Ellis Deloy,male,46-55,1
Jesse Goulding,male,36-45,1
Linda Pfeifer,female,36-45,1
Moises Mata,male,46-55,2
Roger Hathaway,male,46-55,6
Richard Surano,male,36-45,1
Betty Sanchez,female,56-65,9
Kimberly Holbrook,female,36-45,1
Carolyn Holmes,female,46-55,1
Maddie Aguilar,female,56-65,1
Robert Purcell,male,56-65,2
Phillip Stamper,male,36-45,2
Sherry Sliva,female,46-55,1
Robert Brown,male,65+,1
Mable Hartman,female,56-65,1
Cody Williams,male,56-65,1
John Warner,male,36-45,2
Sally Alvarado,female,46-55,1
Ramon Gilbert,male,46-55,1
Angel Tintinger,female,46-55,1
Martin Nelson,male,56-65,6
John Lopez,male,46-55,1
Ralph Moore,male,46-55,1
Elizabeth Lopez,female,46-55,3
Barbara Johns,female,46-55,1
Matthew Dodson,male,56-65,2
Benita Houston,female,65+,3
Jason Lipps,male,46-55,1
Deborah Turner,female,65+,1
Francisca Browning,female,36-45,1
Julian Orozco,male,46-55,1
Vanessa Saylors,female,65+,2
Lorene Duppstadt,female,56-65,3
Ryan Stotler,male,36-45,1
Sara Moody,female,56-65,2
Laverne Kennedy,male,46-55,1
Frances Ison,female,26-35,1
Douglas Gregory,male,46-55,1
Johnetta King,female,36-45,1
Nicholas Maher,male,46-55,1
Barbara Alessi,female,46-55,2
Mathew Mallard,male,46-55,1
Kevin Smith,male,36-45,1
Jeff Miller,male,46-55,1
Judith Flatley,female,65+,1
Christopher Reilly,male,46-55,1
Donna Dixon,female,36-45,1
Rafael Sawyers,male,46-55,1
Jessie Kelly,male,46-55,1
Chelsea Butler,female,56-65,2
Anthony Gerrior,male,46-55,1
Christopher Rodriguez,male,46-55,1
Thuy Thompson,female,26-35,1
Shannon Trevino,female,36-45,1
